name,measure,measureInfo,geoTypeName,geoJoinId,geoPlaceName,timePeriod,start_date,dataValue,message
,,,,402.0,,,,25.0,
,,,,402.0,,,,25.8,
,,,,202.0,,,,17.8,
,,,,302.0,,,,24.7,
,,,,302.0,,,,28.1,
,,,,102.0,,,,18.9,
,,,,302.0,,,,26.7,
,,,,101.0,,,,14.8,
,,,,102.0,,,,17.9,
,,,,102.0,,,,26.0,
,,,,102.0,,,,19.1,
,,,,202.0,,,,24.8,
,,,,202.0,,,,18.3,
,,,,301.0,,,,25.6,
,,,,301.0,,,,28.5,
,,,,301.0,,,,24.6,
,,,,301.0,,,,14.0,
,,,,202.0,,,,28.6,
,,,,102.0,,,,15.8,
,,,,102.0,,,,21.9,
,,,,402.0,,,,26.2,
,,,,201.0,,,,17.0,
,,,,102.0,,,,25.9,
,,,,302.0,,,,27.6,
,,,,302.0,,,,30.2,
,,,,401.0,,,,30.4,
,,,,501.0,,,,29.2,
,,,,501.0,,,,31.5,
,,,,302.0,,,,31.6,
,,,,102.0,,,,30.2,
,,,,201.0,,,,23.5,
,,,,202.0,,,,14.2,
,,,,201.0,,,,27.0,
,,,,201.0,,,,28.4,
,,,,302.0,,,,27.6,
,,,,302.0,,,,22.4,
,,,,302.0,,,,28.9,
,,,,501.0,,,,30.3,
,,,,102.0,,,,26.5,
,,,,202.0,,,,31.7,
,,,,103.0,,,,23.3,
,,,,103.0,,,,19.4,
,,,,104.0,,,,23.9,
,,,,304.0,,,,15.1,
,,,,303.0,,,,16.4,
,,,,304.0,,,,30.2,
,,,,204.0,,,,26.8,
,,,,204.0,,,,24.2,
,,,,104.0,,,,22.4,
,,,,403.0,,,,13.9,
,,,,403.0,,,,25.5,
,,,,103.0,,,,13.3,
,,,,403.0,,,,22.9,
,,,,204.0,,,,25.3,
,,,,410.0,,,,36.3,
,,,,310.0,,,,10.0,
,,,,310.0,,,,10.2,
,,,,310.0,,,,8.5,
,,,,110.0,,,,9.3,
,,,,112.0,,,,9.4,
,,,,112.0,,,,7.8,
,,,,110.0,,,,9.1,
,,,,110.0,,,,8.8,
,,,,108.0,,,,12.2,
,,,,108.0,,,,12.2,
,,,,201.0,,,,9.5,
,,,,501.0,,,,6.5,
,,,,301.0,,,,7.3,
,,,,301.0,,,,8.8,
,,,,211.0,,,,10.9,
,,,,310.0,,,,15.2,
,,,,310.0,,,,16.0,
,,,,310.0,,,,11.5,
,,,,312.0,,,,18.5,
,,,,210.0,,,,32.6,
,,,,212.0,,,,31.6,
,,,,212.0,,,,35.0,
,,,,108.0,,,,27.8,
,,,,210.0,,,,33.6,
,,,,108.0,,,,15.3,
,,,,310.0,,,,10.6,
,,,,312.0,,,,10.3,
,,,,410.0,,,,28.7,
,,,,112.0,,,,29.7,
,,,,212.0,,,,31.4,
,,,,210.0,,,,32.5,
,,,,209.0,,,,21.8,
,,,,209.0,,,,9.8,
,,,,209.0,,,,24.3,
,,,,412.0,,,,31.4,
,,,,101.0,,,,30.5,
,,,,401.0,,,,30.7,
,,,,301.0,,,,29.5,
,,,,501.0,,,,30.2,
,,,,211.0,,,,31.1,
,,,,209.0,,,,32.8,
,,,,707.0,,,,18.2,
,,,,707.0,,,,21.9,
,,,,707.0,,,,11.4,
,,,,707.0,,,,12.4,
,,,,707.0,,,,21.0,
,,,,707.0,,,,24.4,
,,,,707.0,,,,23.5,
,,,,707.0,,,,14.2,
,,,,201.0,,,,1.7,
,,,,201.0,,,,3.5,
,,,,101.0,,,,3.2,
,,,,401.0,,,,2.3,
,,,,301.0,,,,2.8,
,,,,401.0,,,,1.7,
,,,,401.0,,,,53.39999999999999,
,,,,401.0,,,,42.0,
,,,,101.0,,,,53.39999999999999,
,,,,201.0,,,,43.5,
,,,,401.0,,,,48.8,
,,,,401.0,,,,46.1,
,,,,201.0,,,,53.39999999999999,
,,,,707.0,,,,26.1,
,,,,304.0,,,,53.39999999999999,
,,,,5.0,,,,6.5,
,,,,104.0,,,,7.3,
,,,,207.0,,,,7.9,
,,,,207.0,,,,6.8,
,,,,314.0,,,,30.7,
,,,,207.0,,,,31.4,
,,,,207.0,,,,31.9,
,,,,414.0,,,,39.1,
,,,,414.0,,,,39.1,
,,,,307.0,,,,32.6,
,,,,314.0,,,,31.1,
,,,,207.0,,,,29.2,
,,,,407.0,,,,31.3,
,,,,107.0,,,,21.4,
,,,,207.0,,,,23.6,
,,,,414.0,,,,33.7,
,,,,104.0,,,,10.0,
,,,,104.0,,,,24.4,
,,,,104.0,,,,13.9,
,,,,104.0,,,,15.9,
,,,,107.0,,,,10.6,
,,,,207.0,,,,10.4,
,,,,407.0,,,,9.3,
,,,,307.0,,,,7.8,
,,,,314.0,,,,6.7,
,,,,314.0,,,,6.1,
,,,,307.0,,,,8.8,
,,,,307.0,,,,7.3,
,,,,314.0,,,,8.6,
,,,,314.0,,,,10.3,
,,,,314.0,,,,10.1,
,,,,314.0,,,,6.8,
,,,,407.0,,,,8.2,
,,,,107.0,,,,9.8,
,,,,107.0,,,,8.2,
,,,,207.0,,,,7.3,
,,,,407.0,,,,6.3,
,,,,407.0,,,,10.1,
,,,,407.0,,,,6.9,
,,,,107.0,,,,8.5,
,,,,304.0,,,,9.8,
,,,,205.0,,,,10.0,
,,,,409.0,,,,6.0,
,,,,5.0,,,,15.0,
,,,,304.0,,,,11.6,
,,,,314.0,,,,20.6,
,,,,207.0,,,,30.3,
,,,,207.0,,,,33.5,
,,,,414.0,,,,36.9,
,,,,414.0,,,,37.6,
,,,,314.0,,,,34.9,
,,,,207.0,,,,30.2,
,,,,314.0,,,,15.6,
,,,,207.0,,,,21.0,
,,,,107.0,,,,27.4,
,,,,414.0,,,,36.3,
,,,,314.0,,,,30.7,
,,,,207.0,,,,30.3,
,,,,407.0,,,,32.0,
,,,,409.0,,,,8.4,
,,,,409.0,,,,19.1,
,,,,409.0,,,,20.1,
,,,,3.0,,,,27.0,
,,,,210.0,,,,32.6,
,,,,106.0,,,,29.9,
,,,,309.0,,,,26.9,
,,,,206.0,,,,30.7,
,,,,3.0,,,,29.2,
,,,,106.0,,,,29.9,
,,,,106.0,,,,29.2,
,,,,204.0,,,,32.6,
,,,,204.0,,,,32.6,
,,,,304.0,,,,25.6,
,,,,204.0,,,,13.9,
,,,,204.0,,,,12.0,
,,,,204.0,,,,25.5,
,,,,303.0,,,,18.6,
,,,,303.0,,,,16.7,
,,,,303.0,,,,26.8,
,,,,103.0,,,,22.8,
,,,,103.0,,,,15.2,
,,,,204.0,,,,30.0,
,,,,204.0,,,,15.8,
,,,,106.0,,,,3.6,
,,,,209.0,,,,2.7,
,,,,409.0,,,,1.8,
,,,,209.0,,,,2.0,
,,,,410.0,,,,1.1,
,,,,409.0,,,,1.4,
,,,,3.0,,,,2.4,
,,,,209.0,,,,1.5,
,,,,206.0,,,,1.6,
,,,,310.0,,,,33.0,
,,,,106.0,,,,53.39999999999999,
,,,,309.0,,,,53.39999999999999,
,,,,411.0,,,,33.1,
,,,,109.0,,,,27.0,
,,,,209.0,,,,31.2,
,,,,209.0,,,,30.3,
,,,,411.0,,,,31.4,
,,,,311.0,,,,27.4,
,,,,409.0,,,,25.4,
,,,,111.0,,,,22.8,
,,,,209.0,,,,25.6,
,,,,109.0,,,,21.3,
,,,,111.0,,,,10.3,
,,,,411.0,,,,6.7,
,,,,309.0,,,,6.3,
,,,,309.0,,,,9.0,
,,,,111.0,,,,8.4,
,,,,111.0,,,,10.0,
,,,,109.0,,,,7.3,
,,,,111.0,,,,9.5,
,,,,109.0,,,,6.3,
,,,,410.0,,,,7.7,
,,,,410.0,,,,7.3,
,,,,309.0,,,,10.2,
,,,,309.0,,,,8.8,
,,,,309.0,,,,7.0,
,,,,209.0,,,,7.6,
,,,,210.0,,,,7.6,
,,,,502.0,,,,16.2,
,,,,209.0,,,,18.8,
,,,,209.0,,,,34.9,
,,,,209.0,,,,31.5,
,,,,109.0,,,,31.6,
,,,,201.0,,,,19.2,
,,,,407.0,,,,22.9,
,,,,1.0,,,,19.9,
,,,,308.0,,,,30.0,
,,,,107.0,,,,30.8,
,,,,1.0,,,,29.3,
,,,,2.0,,,,16.5,
,,,,308.0,,,,34.0,
,,,,1.0,,,,23.6,
,,,,1.0,,,,16.0,
,,,,2.0,,,,29.4,
,,,,2.0,,,,24.0,
,,,,2.0,,,,18.5,
,,,,207.0,,,,16.5,
,,,,207.0,,,,17.9,
,,,,207.0,,,,10.7,
,,,,107.0,,,,17.9,
,,,,107.0,,,,15.1,
,,,,1.0,,,,15.9,
,,,,1.0,,,,17.0,
,,,,2.0,,,,16.3,
,,,,308.0,,,,26.1,
,,,,207.0,,,,7.8,
,,,,208.0,,,,9.5,
,,,,208.0,,,,8.1,
,,,,1.0,,,,11.0,
,,,,1.0,,,,9.6,
,,,,1.0,,,,8.6,
,,,,2.0,,,,9.1,
,,,,2.0,,,,7.9,
,,,,308.0,,,,11.2,
,,,,204.0,,,,7.2,
,,,,204.0,,,,10.4,
,,,,307.0,,,,19.7,
,,,,208.0,,,,19.1,
,,,,208.0,,,,19.2,
,,,,208.0,,,,32.3,
,,,,408.0,,,,31.0,
,,,,206.0,,,,15.9,
,,,,208.0,,,,17.0,
,,,,313.0,,,,6.6,
,,,,315.0,,,,7.1,
,,,,315.0,,,,8.8,
,,,,313.0,,,,6.3,
,,,,413.0,,,,30.0,
,,,,315.0,,,,32.4,
,,,,413.0,,,,34.4,
,,,,413.0,,,,32.6,
,,,,413.0,,,,33.6,
,,,,315.0,,,,8.0,
,,,,313.0,,,,5.8,
,,,,315.0,,,,8.3,
,,,,315.0,,,,7.8,
,,,,206.0,,,,10.1,
,,,,206.0,,,,9.6,
,,,,206.0,,,,7.5,
,,,,401.0,,,,6.4,
,,,,206.0,,,,5.7,
,,,,4.0,,,,9.6,
,,,,315.0,,,,8.7,
,,,,313.0,,,,37.7,
,,,,315.0,,,,8.5,
,,,,408.0,,,,25.4,
,,,,401.0,,,,22.1,
,,,,401.0,,,,16.2,
,,,,401.0,,,,26.9,
,,,,206.0,,,,23.4,
,,,,208.0,,,,10.8,
,,,,206.0,,,,25.7,
,,,,309.0,,,,53.39999999999999,
,,,,106.0,,,,53.39999999999999,
,,,,206.0,,,,15.8,
,,,,3.0,,,,53.39999999999999,
,,,,209.0,,,,20.7,
,,,,206.0,,,,19.5,
,,,,102.0,,,,27.7,
,,,,102.0,,,,25.1,
,,,,501.0,,,,28.6,
,,,,202.0,,,,31.9,
,,,,202.0,,,,35.3,
,,,,201.0,,,,27.5,
,,,,201.0,,,,26.3,
,,,,202.0,,,,14.8,
,,,,204.0,,,,25.0,
,,,,303.0,,,,27.0,
,,,,103.0,,,,23.3,
,,,,104.0,,,,18.6,
,,,,304.0,,,,28.5,
,,,,103.0,,,,19.9,
,,,,103.0,,,,27.5,
,,,,104.0,,,,16.0,
,,,,3.0,,,,27.9,
,,,,309.0,,,,28.4,
,,,,309.0,,,,25.7,
,,,,206.0,,,,33.4,
,,,,206.0,,,,30.6,
,,,,309.0,,,,30.1,
,,,,309.0,,,,32.1,
,,,,309.0,,,,20.6,
,,,,401.0,,,,21.2,
,,,,208.0,,,,14.2,
,,,,208.0,,,,15.8,
,,,,208.0,,,,10.7,
,,,,406.0,,,,19.3,
,,,,406.0,,,,11.1,
,,,,406.0,,,,30.0,
,,,,308.0,,,,33.4,
,,,,104.0,,,,29.5,
,,,,208.0,,,,19.1,
,,,,208.0,,,,10.6,
,,,,208.0,,,,28.4,
,,,,208.0,,,,20.8,
,,,,208.0,,,,15.8,
,,,,306.0,,,,29.7,
,,,,406.0,,,,30.6,
,,,,106.0,,,,24.1,
,,,,205.0,,,,30.6,
,,,,203.0,,,,30.3,
,,,,105.0,,,,30.1,
,,,,103.0,,,,30.7,
,,,,303.0,,,,28.9,
,,,,203.0,,,,30.3,
,,,,105.0,,,,33.4,
,,,,105.0,,,,29.0,
,,,,707.0,,,,14.1,
,,,,305.0,,,,2.8,
,,,,205.0,,,,2.0,
,,,,103.0,,,,2.2,
,,,,205.0,,,,3.2,
,,,,303.0,,,,4.2,
,,,,105.0,,,,3.4,
,,,,405.0,,,,1.6,
,,,,203.0,,,,2.0,
,,,,303.0,,,,2.6,
,,,,203.0,,,,53.39999999999999,
,,,,403.0,,,,29.4,
,,,,308.0,,,,29.0,
,,,,308.0,,,,31.5,
,,,,306.0,,,,28.4,
,,,,208.0,,,,29.1,
,,,,206.0,,,,27.5,
,,,,208.0,,,,17.1,
,,,,208.0,,,,24.3,
,,,,306.0,,,,13.0,
,,,,707.0,,,,12.0,
,,,,707.0,,,,21.8,
,,,,205.0,,,,29.7,
,,,,205.0,,,,29.0,
,,,,303.0,,,,28.9,
,,,,308.0,,,,11.8,
,,,,308.0,,,,14.6,
,,,,408.0,,,,25.0,
,,,,408.0,,,,22.7,
,,,,408.0,,,,18.8,
,,,,208.0,,,,27.7,
,,,,308.0,,,,29.1,
,,,,306.0,,,,28.7,
,,,,306.0,,,,28.9,
,,,,206.0,,,,29.5,
,,,,208.0,,,,33.8,
,,,,208.0,,,,30.4,
,,,,103.0,,,,23.3,
,,,,503.0,,,,10.2,
,,,,407.0,,,,24.5,
,,,,307.0,,,,37.3,
,,,,208.0,,,,16.7,
,,,,208.0,,,,23.1,
,,,,407.0,,,,29.5,
,,,,307.0,,,,36.1,
,,,,307.0,,,,42.2,
,,,,307.0,,,,41.0,
,,,,1.0,,,,28.2,
,,,,208.0,,,,26.2,
,,,,2.0,,,,13.4,
,,,,207.0,,,,24.1,
,,,,107.0,,,,15.2,
,,,,107.0,,,,27.0,
,,,,207.0,,,,12.3,
,,,,307.0,,,,19.3,
,,,,207.0,,,,27.1,
,,,,107.0,,,,30.2,
,,,,1.0,,,,20.6,
,,,,2.0,,,,13.3,
,,,,407.0,,,,13.4,
,,,,207.0,,,,13.3,
,,,,208.0,,,,8.0,
,,,,1.0,,,,30.8,
,,,,207.0,,,,29.5,
,,,,207.0,,,,30.1,
,,,,208.0,,,,32.5,
,,,,107.0,,,,30.6,
,,,,107.0,,,,31.5,
,,,,207.0,,,,13.8,
,,,,107.0,,,,26.5,
,,,,107.0,,,,21.1,
,,,,2.0,,,,23.5,
,,,,2.0,,,,12.5,
,,,,1.0,,,,26.4,
,,,,2.0,,,,27.2,
,,,,2.0,,,,10.8,
,,,,407.0,,,,28.4,
,,,,407.0,,,,31.2,
,,,,308.0,,,,11.6,
,,,,407.0,,,,23.6,
,,,,307.0,,,,24.0,
,,,,407.0,,,,30.6,
,,,,2.0,,,,53.39999999999999,
,,,,308.0,,,,1.0,
,,,,2.0,,,,7.6,
,,,,1.0,,,,13.7,
,,,,1.0,,,,23.7,
,,,,317.0,,,,14.6,
,,,,317.0,,,,26.1,
,,,,318.0,,,,22.8,
,,,,303.0,,,,27.5,
,,,,303.0,,,,25.7,
,,,,308.0,,,,30.1,
,,,,1.0,,,,9.3,
,,,,307.0,,,,14.3,
,,,,307.0,,,,8.4,
,,,,2.0,,,,10.0,
,,,,2.0,,,,8.4,
,,,,103.0,,,,11.6,
,,,,103.0,,,,10.6,
,,,,303.0,,,,12.9,
,,,,1.0,,,,9.9,
,,,,107.0,,,,8.9,
,,,,101.0,,,,23.0,
,,,,101.0,,,,22.0,
,,,,101.0,,,,16.7,
,,,,402.0,,,,27.3,
,,,,401.0,,,,14.7,
,,,,402.0,,,,26.2,
,,,,301.0,,,,27.1,
,,,,301.0,,,,29.1,
,,,,302.0,,,,28.9,
,,,,201.0,,,,28.8,
,,,,302.0,,,,28.6,
,,,,301.0,,,,27.8,
,,,,309.0,,,,29.0,
,,,,310.0,,,,35.2,
,,,,310.0,,,,23.0,
,,,,310.0,,,,16.6,
,,,,410.0,,,,7.8,
,,,,3.0,,,,21.3,
,,,,410.0,,,,35.2,
,,,,209.0,,,,30.1,
,,,,210.0,,,,31.9,
,,,,309.0,,,,25.6,
,,,,106.0,,,,27.7,
,,,,206.0,,,,11.2,
,,,,310.0,,,,19.2,
,,,,410.0,,,,39.0,
,,,,206.0,,,,2.6,
,,,,206.0,,,,1.6,
,,,,209.0,,,,1.4,
,,,,210.0,,,,5.7,
,,,,204.0,,,,13.5,
,,,,103.0,,,,8.2,
,,,,707.0,,,,16.1,
,,,,707.0,,,,16.4,
,,,,707.0,,,,21.8,
,,,,707.0,,,,15.5,
,,,,707.0,,,,14.8,
,,,,209.0,,,,19.0,
,,,,501.0,,,,31.1,
,,,,501.0,,,,28.8,
,,,,201.0,,,,27.8,
,,,,310.0,,,,27.0,
,,,,310.0,,,,19.6,
,,,,312.0,,,,13.0,
,,,,410.0,,,,11.3,
,,,,410.0,,,,24.5,
,,,,412.0,,,,9.4,
,,,,410.0,,,,31.7,
,,,,312.0,,,,30.3,
,,,,410.0,,,,32.4,
,,,,210.0,,,,36.0,
,,,,401.0,,,,16.4,
,,,,101.0,,,,28.5,
,,,,301.0,,,,25.9,
,,,,301.0,,,,26.9,
,,,,301.0,,,,28.8,
,,,,211.0,,,,12.7,
,,,,707.0,,,,11.8,
,,,,707.0,,,,11.8,
,,,,707.0,,,,7.9,
,,,,707.0,,,,6.1,
,,,,707.0,,,,5.4,
,,,,108.0,,,,8.9,
,,,,210.0,,,,8.3,
,,,,210.0,,,,7.1,
,,,,310.0,,,,6.8,
,,,,205.0,,,,13.7,
,,,,205.0,,,,27.2,
,,,,405.0,,,,30.3,
,,,,205.0,,,,29.7,
,,,,205.0,,,,29.7,
,,,,305.0,,,,32.0,
,,,,316.0,,,,20.1,
,,,,316.0,,,,16.8,
,,,,105.0,,,,32.9,
,,,,105.0,,,,21.8,
,,,,305.0,,,,32.3,
,,,,316.0,,,,31.2,
,,,,205.0,,,,29.7,
,,,,407.0,,,,19.2,
,,,,407.0,,,,11.8,
,,,,105.0,,,,22.5,
,,,,202.0,,,,29.3,
,,,,102.0,,,,31.5,
,,,,306.0,,,,24.6,
,,,,407.0,,,,33.3,
,,,,207.0,,,,25.9,
,,,,207.0,,,,12.8,
,,,,207.0,,,,30.5,
,,,,306.0,,,,1.7,
,,,,202.0,,,,2.2,
,,,,202.0,,,,1.6,
,,,,302.0,,,,4.2,
,,,,102.0,,,,1.5,
,,,,302.0,,,,1.7,
,,,,406.0,,,,34.0,
,,,,306.0,,,,53.39999999999999,
,,,,102.0,,,,53.39999999999999,
,,,,305.0,,,,34.4,
,,,,305.0,,,,31.9,
,,,,205.0,,,,32.9,
,,,,205.0,,,,29.7,
,,,,405.0,,,,29.7,
,,,,207.0,,,,25.7,
,,,,407.0,,,,18.6,
,,,,407.0,,,,18.0,
,,,,306.0,,,,26.0,
,,,,105.0,,,,17.8,
,,,,305.0,,,,29.6,
,,,,102.0,,,,13.1,
,,,,102.0,,,,22.7,
,,,,302.0,,,,28.4,
,,,,302.0,,,,26.5,
,,,,306.0,,,,27.8,
,,,,302.0,,,,29.5,
,,,,306.0,,,,23.4,
,,,,306.0,,,,24.8,
,,,,406.0,,,,3.3,
,,,,305.0,,,,6.9,
,,,,406.0,,,,6.3,
,,,,316.0,,,,7.0,
,,,,305.0,,,,8.3,
,,,,407.0,,,,8.4,
,,,,407.0,,,,8.4,
,,,,207.0,,,,9.0,
,,,,207.0,,,,8.3,
,,,,207.0,,,,8.9,
,,,,105.0,,,,11.3,
,,,,405.0,,,,8.8,
,,,,205.0,,,,7.2,
,,,,405.0,,,,10.5,
,,,,303.0,,,,7.1,
,,,,304.0,,,,14.7,
,,,,303.0,,,,8.1,
,,,,304.0,,,,12.1,
,,,,409.0,,,,0.0,
,,,,409.0,,,,8.1,
,,,,309.0,,,,53.39999999999999,
,,,,310.0,,,,53.39999999999999,
,,,,310.0,,,,1.2,
,,,,410.0,,,,7.4,
,,,,106.0,,,,7.1,
,,,,502.0,,,,7.6,
,,,,102.0,,,,9.2,
,,,,303.0,,,,10.1,
,,,,303.0,,,,8.5,
,,,,304.0,,,,10.8,
,,,,303.0,,,,10.5,
,,,,303.0,,,,9.8,
,,,,403.0,,,,8.9,
,,,,403.0,,,,7.1,
,,,,204.0,,,,8.4,
,,,,204.0,,,,6.9,
,,,,103.0,,,,9.9,
,,,,103.0,,,,9.2,
,,,,103.0,,,,9.4,
,,,,203.0,,,,9.5,
,,,,204.0,,,,10.2,
,,,,101.0,,,,12.3,
,,,,101.0,,,,12.2,
,,,,101.0,,,,9.0,
,,,,401.0,,,,7.4,
,,,,401.0,,,,7.1,
,,,,202.0,,,,7.3,
,,,,208.0,,,,8.5,
,,,,303.0,,,,11.0,
,,,,303.0,,,,7.6,
,,,,1.0,,,,7.7,
,,,,1.0,,,,8.0,
,,,,107.0,,,,10.4,
,,,,307.0,,,,10.1,
,,,,2.0,,,,7.2,
,,,,404.0,,,,9.9,
,,,,404.0,,,,9.4,
,,,,204.0,,,,10.0,
,,,,204.0,,,,9.1,
,,,,103.0,,,,10.4,
,,,,103.0,,,,10.3,
,,,,103.0,,,,10.3,
,,,,103.0,,,,10.1,
,,,,208.0,,,,9.1,
,,,,407.0,,,,24.9,
,,,,317.0,,,,30.6,
,,,,317.0,,,,21.2,
,,,,317.0,,,,16.5,
,,,,318.0,,,,23.2,
,,,,303.0,,,,22.8,
,,,,303.0,,,,23.8,
,,,,303.0,,,,20.6,
,,,,103.0,,,,28.3,
,,,,304.0,,,,25.8,
,,,,1.0,,,,19.8,
,,,,107.0,,,,25.2,
,,,,107.0,,,,14.3,
,,,,107.0,,,,27.7,
,,,,107.0,,,,29.4,
,,,,308.0,,,,28.5,
,,,,409.0,,,,13.0,
,,,,414.0,,,,40.4,
,,,,404.0,,,,32.3,
,,,,104.0,,,,31.9,
,,,,304.0,,,,27.4,
,,,,211.0,,,,29.3,
,,,,409.0,,,,32.5,
,,,,409.0,,,,33.4,
,,,,205.0,,,,25.8,
,,,,205.0,,,,27.7,
,,,,304.0,,,,1.6,
,,,,211.0,,,,2.1,
,,,,104.0,,,,53.39999999999999,
,,,,104.0,,,,53.39999999999999,
,,,,104.0,,,,53.39999999999999,
,,,,204.0,,,,53.39999999999999,
,,,,211.0,,,,53.39999999999999,
,,,,5.0,,,,33.1,
,,,,304.0,,,,53.39999999999999,
,,,,307.0,,,,29.6,
,,,,314.0,,,,30.8,
,,,,314.0,,,,33.5,
,,,,407.0,,,,31.5,
,,,,205.0,,,,18.9,
,,,,707.0,,,,14.3,
,,,,404.0,,,,30.8,
,,,,204.0,,,,34.0,
,,,,204.0,,,,31.5,
,,,,307.0,,,,11.9,
,,,,314.0,,,,10.3,
,,,,314.0,,,,11.7,
,,,,307.0,,,,28.9,
,,,,407.0,,,,34.5,
,,,,307.0,,,,28.9,
,,,,5.0,,,,17.9,
,,,,404.0,,,,11.7,
,,,,404.0,,,,8.7,
,,,,304.0,,,,24.4,
,,,,211.0,,,,26.7,
,,,,304.0,,,,23.2,
,,,,5.0,,,,20.8,
,,,,504.0,,,,9.2,
,,,,304.0,,,,3.1,
,,,,304.0,,,,1.5,
,,,,211.0,,,,12.9,
,,,,205.0,,,,12.6,
,,,,205.0,,,,6.2,
,,,,205.0,,,,9.3,
,,,,207.0,,,,7.8,
,,,,205.0,,,,8.1,
,,,,5.0,,,,2.7,
,,,,211.0,,,,27.8,
,,,,5.0,,,,0.0,
,,,,104.0,,,,9.2,
,,,,404.0,,,,6.4,
,,,,5.0,,,,5.8,
,,,,314.0,,,,6.7,
,,,,314.0,,,,8.2,
,,,,409.0,,,,8.1,
,,,,409.0,,,,8.9,
,,,,409.0,,,,8.4,
,,,,307.0,,,,8.5,
,,,,104.0,,,,10.5,
,,,,409.0,,,,30.0,
,,,,403.0,,,,25.5,
,,,,405.0,,,,20.0,
,,,,303.0,,,,30.2,
,,,,405.0,,,,30.2,
,,,,303.0,,,,53.39999999999999,
,,,,305.0,,,,6.6,
,,,,403.0,,,,7.9,
,,,,205.0,,,,2.9,
,,,,303.0,,,,9.1,
,,,,208.0,,,,10.1,
,,,,208.0,,,,10.0,
,,,,208.0,,,,7.2,
,,,,206.0,,,,11.8,
,,,,206.0,,,,10.6,
,,,,306.0,,,,10.2,
,,,,405.0,,,,0.2,
,,,,403.0,,,,6.6,
,,,,105.0,,,,7.2,
,,,,306.0,,,,8.9,
,,,,503.0,,,,8.7,
,,,,104.0,,,,9.8,
,,,,408.0,,,,10.0,
,,,,408.0,,,,6.6,
,,,,408.0,,,,10.1,
,,,,203.0,,,,5.4,
,,,,403.0,,,,1.4,
,,,,105.0,,,,9.8,
,,,,103.0,,,,15.0,
,,,,103.0,,,,10.0,
,,,,303.0,,,,28.4,
,,,,407.0,,,,29.7,
,,,,408.0,,,,27.8,
,,,,203.0,,,,16.6,
,,,,203.0,,,,14.0,
,,,,403.0,,,,30.7,
,,,,2.0,,,,26.3,
,,,,208.0,,,,29.0,
,,,,408.0,,,,26.1,
,,,,1.0,,,,25.3,
,,,,2.0,,,,34.7,
,,,,208.0,,,,12.4,
,,,,407.0,,,,17.8,
,,,,407.0,,,,9.8,
,,,,204.0,,,,29.9,
,,,,404.0,,,,9.2,
,,,,204.0,,,,7.1,
,,,,303.0,,,,9.2,
,,,,207.0,,,,6.2,
,,,,308.0,,,,11.0,
,,,,1.0,,,,7.1,
,,,,307.0,,,,13.2,
,,,,2.0,,,,6.3,
,,,,107.0,,,,12.4,
,,,,207.0,,,,8.8,
,,,,307.0,,,,12.6,
,,,,308.0,,,,10.8,
,,,,408.0,,,,10.1,
,,,,2.0,,,,6.9,
,,,,1.0,,,,9.1,
,,,,1.0,,,,13.4,
,,,,107.0,,,,14.2,
,,,,307.0,,,,1.7,
,,,,107.0,,,,19.4,
,,,,303.0,,,,26.2,
,,,,204.0,,,,17.9,
,,,,204.0,,,,14.9,
,,,,103.0,,,,19.9,
,,,,404.0,,,,30.5,
,,,,103.0,,,,24.4,
,,,,204.0,,,,29.5,
,,,,304.0,,,,29.7,
,,,,308.0,,,,9.1,
,,,,308.0,,,,9.9,
,,,,408.0,,,,9.7,
,,,,407.0,,,,9.7,
,,,,302.0,,,,8.0,
,,,,201.0,,,,7.4,
,,,,202.0,,,,11.0,
,,,,101.0,,,,7.2,
,,,,102.0,,,,10.2,
,,,,102.0,,,,10.2,
,,,,307.0,,,,11.5,
,,,,1.0,,,,34.6,
,,,,303.0,,,,23.5,
,,,,103.0,,,,27.4,
,,,,304.0,,,,33.7,
,,,,317.0,,,,28.1,
,,,,307.0,,,,11.6,
,,,,107.0,,,,1.7,
,,,,303.0,,,,9.5,
,,,,303.0,,,,10.1,
,,,,303.0,,,,8.6,
,,,,317.0,,,,7.9,
,,,,203.0,,,,11.7,
,,,,203.0,,,,10.7,
,,,,403.0,,,,9.3,
,,,,310.0,,,,2.7,
,,,,310.0,,,,2.2,
,,,,409.0,,,,3.9,
,,,,106.0,,,,12.0,
,,,,204.0,,,,29.5,
,,,,204.0,,,,10.4,
,,,,103.0,,,,30.6,
,,,,410.0,,,,40.3,
,,,,209.0,,,,34.3,
,,,,210.0,,,,32.0,
,,,,103.0,,,,21.0,
,,,,104.0,,,,19.9,
,,,,203.0,,,,11.4,
,,,,304.0,,,,27.1,
,,,,204.0,,,,20.7,
,,,,303.0,,,,13.0,
,,,,103.0,,,,11.5,
,,,,104.0,,,,9.5,
,,,,203.0,,,,7.9,
,,,,203.0,,,,9.1,
,,,,309.0,,,,9.0,
,,,,310.0,,,,9.6,
,,,,209.0,,,,8.3,
,,,,210.0,,,,9.9,
,,,,209.0,,,,6.4,
,,,,210.0,,,,11.6,
,,,,203.0,,,,6.5,
,,,,303.0,,,,7.0,
,,,,103.0,,,,9.5,
,,,,103.0,,,,7.1,
,,,,104.0,,,,7.0,
,,,,104.0,,,,9.2,
,,,,310.0,,,,7.9,
,,,,707.0,,,,11.8,
,,,,707.0,,,,10.5,
,,,,707.0,,,,8.0,
,,,,707.0,,,,8.6,
